ID,old_url
ui_api_180,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_180
ui_api_1801,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1801
ui_api_1806,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1806
ui_api_181,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_181
ui_api_1811,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1811
ui_api_1816,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1816
ui_api_182,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_182
ui_api_1821,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1821
ui_api_1826,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1826
ui_api_183,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_183
ui_api_1831,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1831
ui_api_1836,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1836
ui_api_184,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_184
ui_api_1841,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1841
ui_api_1846,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1846
ui_api_185,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_185
ui_api_1851,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1851
ui_api_1856,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1856
ui_api_186,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_186
ui_api_1863,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1863
ui_api_1868,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1868
ui_api_187,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_187
ui_api_1873,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1873
ui_api_1878,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1878
ui_api_188,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_188
ui_api_1883,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1883
ui_api_1888,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1888
ui_api_189,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_189
ui_api_1893,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1893
ui_api_1898,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1898
ui_api_190,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_190
ui_api_1903,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1903
ui_api_1908,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1908
ui_api_191,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_191
ui_api_1911,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1911
ui_api_1916,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1916
ui_api_192,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_192
ui_api_1921,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1921
ui_api_1924,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1924
ui_api_1929,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1929
ui_api_193,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_193
ui_api_1934,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1934
ui_api_1939,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1939
ui_api_194,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_194
ui_api_1944,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1944
ui_api_1949,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1949
ui_api_195,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_195
ui_api_1952,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1952
ui_api_1957,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1957
ui_api_196,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_196
ui_api_1967,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1967
ui_api_197,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_197
ui_api_1972,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1972
ui_api_1977,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1977
ui_api_198,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_198
ui_api_1982,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1982
ui_api_1987,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1987
ui_api_199,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_199
ui_api_1992,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1992
ui_api_1997,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1997
ui_api_200,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_200
ui_api_2002,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2002
ui_api_2007,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2007
ui_api_201,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_201
ui_api_2012,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2012
ui_api_2017,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2017
ui_api_202,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_202
ui_api_2022,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2022
ui_api_2027,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2027
ui_api_203,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_203
ui_api_2030,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2030
ui_api_2035,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2035
ui_api_204,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_204
ui_api_2040,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2040
ui_api_2045,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2045
ui_api_205,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_205
ui_api_2050,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_2050
